,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract,notes,doi,keywords,,,,,,,,,,
221,5G Traffic Prediction Based on Deep Learning,"Gao, Zihang and Gu, Yang",Computational Intelligence and Neuroscience,1687-5265,2022,,3174530,2022,Hindawi,https://doi.org/10.1155/2022/3174530,"The demand of wireless access users is increasing explosively. The 5G network traffic is increasing exponentially and showing a trend of diversity and heterogeneity, which makes network traffic forecasting face many challenges. By studying the actual performance of the 5G network, this paper makes an accurate prediction of the 5G network and builds a smoothed long short-term memory (SLSTM) traffic prediction model. The model updates the number of layers and hidden units according to the prediction accuracy adaptive mechanism. At the same time, in order to reduce the randomness of the 5G traffic sequence, the output feature sequence of the original time series is stabilized by the seasonal time difference method. In the experiments, the prediction results of the proposed algorithm are compared with those of the traditional algorithms. The results show that the SLSTM algorithm can effectively improve the accuracy of 5G traffic prediction. The model can be used for 5G traffic prediction for decision-making.",,10.1155/2022/3174530,Learning,,,,,,,,,,
222,Research on clothing design based on 5G network and FPGA,"Ma, Tingting",Microprocessors and Microsystems,0141-9331,81,,103757,2021,,https://www.sciencedirect.com/science/article/pii/S0141933120309029,"Mobile phone technology is thought to have developed in huge demand in the next few years, it exists. 5 G and related techniques, better data transmission rates, improved productivity, low latency, and high-quality services such as a number of major goals, can be solved. To analyze the cultural characteristics of the performance, explaining the characteristics of thinking of positioning principles and modern clothing brand. From the perspective of expressionism and print advertising, literary support, case studies and image analysis, Self-Organizing Map (SOM) network training analysis, summarizing the relationship with the method of painting, the influence of expressionism Conceptual picture summaries, modes, compositions and colors are represented in recent international clothing brand print advertisements. Evaluated and suitable for communication methods such as discontinuous carrier aggregation, centralized processing, and 5 G waveform coexistence Field Programmable Gate Array (FPGA) baseband processing architecture. Cost-effectiveness, and support for5G waveform candidates. Design details, key technologies, and how to actually implement a smart clothing system. A typical application for smart clothing. It still highlights some design challenges and open issues that need to be addressed to make smart clothes for a wide range of applications.",,https://doi.org/10.1016/j.micpro.2020.103757,Clothing brand;Field programmable gate array (FPGA);5G-network;Smart clothing;Aggregation,,,,,,,,,,
223,NVIDIA Aerial GPU Hosted AI-on-5G,"Anupa Kelkar , Chris Dick ",2021 IEEE 4th 5G World Forum (5GWF),,,,,2021,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9605055,"In this paper we present the NVIDIA hyper-converged platform supporting 5G connectivity and Mobile Edge Computing (MEC). 5G connectivity is realized with our Aerial [1] GPU-based cloud native 5G gNB. We introduce AI-on-5G on a converged accelerator to showcase our innovation in being able to host Aerial vRAN baseband processing, AI/ML training and inference, data analytics and other workloads. In other words, a data center at the edge that is provisioned with 5G connectivity as a service. We describe 3 uses-cases that highlight how existing NVIDIA AI/ML development frameworks, together with Aerial, can be leveraged to bring Industry 4.0 to reality.As an open platform Aerial is positioned to be industry transformational by providing researchers with a platform for next generation wireless and AI research.Aerial seeds the research ecosystem with a first-class out-of-the-box (OOB) experience with a standards compliant 5G NR PHY. Researchers can run the supplied 3GPP compliant test vectors, and perform over-the-air experiments, using standard servers equipped with a GPU-based PCIe card. The PHY code base can be tailored to support research that combines AI/ML with 5G wireless.",,10.1109/5GWF52925.2021.00019,"Wireless communication , Training , Base stations , Technological innovation , 5G mobile communication , Computational modeling , Graphics processing units ",,,,,,,,,,
224,WITHDRAWN: Medical intelligent infusion monitoring system based on 5G network and FPGA,"Bei, Cuilin and Liu, Yanli and Gu, Jungai",Microprocessors and Microsystems,0141-9331,,,103393,2020,Elsevier,https://www.sciencedirect.com/science/article/pii/S0141933120305500,"This article has been withdrawn: please see Elsevier Policy on Article Withdrawal (https://www.elsevier.com/about/our-business/policies/article-withdrawal). This article has been withdrawn at the request of the Editor in Chief. Subsequent to acceptance of this special issue paper by the responsible Guest Editor Sundhararajan Mahalingam, the integrity and rigor of the peer-review process was investigated and confirmed to fall beneath the high standards expected by Microprocessors & Microsystems. There are also indications that much of the Special Issue includes unoriginal and heavily paraphrased content. Due to a configuration error in the editorial system, unfortunately the Editor in Chief did not receive these papers for approval as per the journal's standard workflow.",,https://doi.org/10.1016/j.micpro.2020.103393,Intelligence,,,,,,,,,,
225,Performance evaluation of offloading LDPC decoding to an FPGA in 5G baseband processing,"Florian Kaltenberger , Hongzhi Wang , Sakthivel Velumani ",WSA 2021; 25th International ITG Workshop on Smart Antennas,,,,,2021,VDE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9739186,"Offloading of computationally expensive physical layer processing such as the forward error correction, is one of the key enablers for a fully virtualized open radio access network (RAN). In this paper we show such an offloading architecture and will demonstrate it using the OpenAirInterface 5G New Radio open source software and the Xilinx T1 telco accelerator card. We will show the feasibility and the potential savings of such an architecture.",,,,,,,,,,,,,
226,A High Throughput and Flexible Rate 5G NR LDPC Encoder on a Single GPU,"Shixin Liao , Yueying Zhan , Ziyuan Shi , Lei Yang ",2021 23rd International Conference on Advanced Communication Technology (ICACT),1738-9445,,,,2021,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9370366,"In order to build a high performance low-density parity-check (LDPC) communication link simulation platform, high speed LDPC encoding for information sequence is required. In this paper, a high and flexible throughput LDPC encoding implementation based on a single GPU is proposed. We discuss the parallelism of the LDPC encoding algorithm employs the core parity check bits and single diagonal parity check bits for the fifth generation new ratio. We implement the parallel LDPC encoder on CUDA platform. The experimental results show that our LDPC encoding module achieves a 38-62Gbps throughput for the rate from 1/2 to 8/9 on a single GPU. The results also demonstrate that parallel simulation tasks based on GPUs can achieve a good trade-off between performance and cost.",,10.23919/ICACT51234.2021.9370366,"5G mobile communication , Graphics processing units , Parallel processing , Throughput , Parity check codes , Encoding , Task analysis ",,,,,,,,,,
227,Research and Implementation of eCPRI Processing Module for Fronthaul Network on FPGA in 5G – NR gNodeB Base Station,"Dang Tuan Kiet , Tran Minh Hieu , Nguyen Quang Hung , Nguyen Van Cuong , Vo Thanh Van , Pham Ngoc Cuong ","2020 4th International Conference on Recent Advances in Signal Processing, Telecommunications & Computing (SigTelCom)",,,,,2020,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9199019,"Fronthaul is associated with a new and different type of Radio Access Network architecture consisting of centralized Baseband Units (BBUs) and Remote Radio Units (RRUs) [2] . In order to meet the fifth-generation wireless (5G) challenges of increased traffic and data flows, a new connection protocol for the fronthaul network called Evolved Common Public Radio Interface (eCPRI) has been published. This paper aims to design a system that supports this interface to transmit data from the BBUs to RRUs in 5G Radio Access Network (RAN). By referencing the specification of eCPRI, we develop a hardware system on FPGA to encapsulate and extract required headers for this protocol. The system is compatible with a 10Gb Ethernet subsystem that provides 10Gb Ethernet MAC and a Physical Interface. On top of the system, we develop drivers and applications to configure and run the system.",,10.1109/SigTelCom49868.2020.9199019,"IP networks , Protocols , 5G mobile communication , Field programmable gate arrays , Signal processing , Radio access networks ",,,,,,,,,,
228,FPGA based design and prototyping of efficient 5G QC-LDPC channel decoding,"Jeremy Nadal , Amer Baghdadi ",2020 International Workshop on Rapid System Prototyping (RSP),2150-5500,,,,2020,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9244853,"The Quasi-Cyclic (QC) Low-Density ParityCode (LDPC) is the key error correction code for the 5th Generation (5G) of cellular network technology. Designed to support several frame sizes and code rates, the 5G LDPC code structure allows high parallelism to deliver the high demanding data rate of 10 Gb/s. This impressive performance introduces challenging constraints on the hardware design. Particularly, allowing such high flexibility can introduce processing rate penalties on some configurations. In this context, a novel efficient and flexible hardware architecture for the 5G LDPC decoder is proposed, targeting Field Programmable Gate Array (FPGA) devices and supporting all 5G configurations. The architecture supports frame parallelism to maximize the utilization of the processing units, significantly improving the processing rate. Compared to a recent commercial 5G LDPC decoder, the proposed FPGA prototype achieves a higher processing rate for most configurations while having similar complexity.",,10.1109/RSP51120.2020.9244853,"5G mobile communication , Parallel processing , Throughput , Parity check codes , Hardware , Decoding , Field programmable gate arrays ",,,,,,,,,,
229,FPGA-based adaptive space–time compression towards 5G MIMO fronthaul,"Zhu, Paikun and Yoshida, Yuki and Kitayama, Ken-ichi",Optics Communications,0030-4018,459,,124913,2020,,https://www.sciencedirect.com/science/article/pii/S0030401819310156,"Data compression-assisted radio-over-fiber (RoF) is a candidate solution to improve fronthaul (FH) bandwidth efficiency without losing cell-site simplicity for cloud/centralized radio access network (C-RAN) in fifth-generation (5G) mobile networks. One of the challenges in FH in 5G & beyond lies in MIMO fronthauling, where the FH bandwidth requirement scales (in spatial dimension) with number of antennas and thus cannot be resolved by conventional compression approaches tackling only time dimension. Also, it is desirable to implement FH compressor on real-time hardware to evaluate the implementation complexity, signal quality and processing latency. In this paper, we target 5G MIMO FH, and present field-programmable gate array (FPGA) based hardware design, characterization and evaluation of our proposed adaptive space–time FH compression technique. We experimentally demonstrate 8-antenna MIMO FH uplink enabled by the FPGA-based compressor. 48 Gb/s CPRI-equivalent rate encapsulating 1024QAM 5G new radio (NR)-like signals is transported using only 2.5 GBd optical PAM4, achieving <1.25% EVM with low processing latency. The FPGA demonstration indicates the feasibility of the space–time compression technique towards practice, which may be employed in not only FH network, but also other applications such as indoor MIMO distributed antenna system (DAS) or converged fiber-wireless transmission systems.",,https://doi.org/10.1016/j.optcom.2019.124913,5G;MIMO;Fronthaul;Analog-to-digital compression (ADX);Field programmable gate array (FPGA);Radio-over-fiber (RoF),,,,,,,,,,
230,FPGA Implementation of FBMC Baseband Modular for 5G Wireless Communication,"R. Keerthana , S. Rajaram ","2019 2nd International Conference on Intelligent Computing, Instrumentation and Control Technologies (ICICICT)",,1,,,2019,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8993290,"In recent years research, selection in regard to a potential waveform successor for the fifth generation (5G) telecommunication systems has been focused. On a contrary with OFDM, Filter-bank Multicarrier (FBMC) modulation has been put forward as a next valid waveform to be used in 5G systems because to its finer spectral efficiency and reduced out-of-band emissions. As an outcome, baseband processors to be developed in hardware, as the current state of the work was done, evaluating former design proposals for instance Polyphase Network and Frequency Spreading FBMC Transmitter. Based on the research, architecture to be realized was chosen. The system technologically advanced on comparison with a prevailing software model using MATLAB. The reconfiguration, concise size, high computational power makes FPGA efficient in DSP applications. The developed work involves modelling and execution of FBMC baseband modulator and evaluates key metrics concerning performance, resource utilization and power consumption on FPGA. The proposed architecture is simulated and synthesized using Verilog HDL in Xilinx ISE Design Suite 12.1 and to be implemented on Spartan -3 XC3S50 FPGA board. The recommended structure can be progressed further to surge the complexity of the hardware structure as a result of which a reduced amount of resource could be used to model prototype hardware for the presented FBMC scheme.",,10.1109/ICICICT46008.2019.8993290,,,,,,,,,,,
231,FPGA Demonstration of Adaptive Low-latency High-fidelity Analog-to-digital Compression for Beyond-5G Wireless-wired Conversion,"Paikun Zhu , Yuki Yoshida , Ken-ichi Kitayama ",2019 24th OptoElectronics and Communications Conference (OECC) and 2019 International Conference on Photonics in Switching and Computing (PSC),,,,,2019,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8818151,Time-domain analog-to-digital compression (ADX) is designed and implemented on FPGA for low-complexity high-fidelity wireless-wired signal conversion. We demonstrate 50ns processing latency and $EVM < 0.6\%\ over > 30dB$ input power range for 4096QAM-modulated OFDM and single-carrier radio signals.,,10.23919/PS.2019.8818151,"Field programmable gate arrays , Wireless communication , OFDM , Bandwidth , Real-time systems , Decoding , Time-domain analysis ",,,,,,,,,,
232,Deep Learning Enabled IRS for 6G Intelligent Transportation Systems: A Comprehensive Study,"Wei Song , Shaik Rajak , Shuping Dang , Ruijun Liu , Jun Li , Sunil Chinnadurai ",IEEE Transactions on Intelligent Transportation Systems,1558-0016,PP,99,,2022,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9806434,"Intelligent Transportation Systems (ITS) play an increasingly significant role in our life, where safe and effective vehicular networks supported by sixth-generation (6G) communication technologies are the essence of ITS. Vehicle-to-vehicle (V2V) and vehicle-to-infrastructure (V2I) communications need to be studied to implement ITS in a secure, robust, and efficient manner, allowing massive connectivity in vehicular communications networks. Besides, with the rapid growth of different types of autonomous vehicles, it becomes challenging to facilitate the heterogeneous requirements of ITS. To meet the above needs, intelligent reflecting surfaces (IRS) are introduced to vehicular communications and ITS, containing the reflecting elements that can intelligently configure incident signals from and to vehicles. As a novel vehicular communication paradigm at its infancy, it is key to understand the latest research efforts on applying IRS to 6G ITS as well as the fundamental differences with other existing alternatives and the new challenges brought by implementing IRS in 6G ITS. In this paper, we provide a big picture of deep learning enabled IRS for 6G ITS and appraise most of the important literature in this field. By appraising and summarizing the existing literature, we also point out the challenges and worthwhile research directions related to IRS aided 6G ITS.",,10.1109/TITS.2022.3184314,"6G mobile communication , Channel estimation , MIMO communication , Optimization , Wireless networks , Deep learning , Array signal processing ",,,,,,,,,,
233,"Balancing QoS and Security in the Edge: Existing Practices, Challenges, and 6G Opportunities With Machine Learning","Zubair Md Fadlullah , Bomin Mao , Nei Kato ",IEEE Communications Surveys & Tutorials,2373-745X,24,4,,2022,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9831429,"While the emerging 6G networks are anticipated to meet the high-end service quality demands of the mobile edge users in terms of data rate and delay satisfaction, new attack surfaces and zero-day attacks continue to pose significant threats to their successful realization and rollouts. Traditionally, most service provisioning techniques considered security metrics separately from the Quality of Service (QoS) and Quality of Expectation (QoE) parameters. The QoS/QoE parameters include data throughput, experienced delay, tolerable latency, jitter, resource utilization rate, spectral efficiency, energy efficiency, fairness, and other emerging key performance indicators (KPIs). Also, there are various security attributes, such as encryption key strength, authentication strength, network anomaly score, privacy metric, and so on. Typically, the resource allocation optimization techniques to maximize the security aspects to protect the communication of mobile users or user equipment (UEs) have an adverse effect on the service quality. Therefore, a key research gap exists in balancing service quality and security levels in communication networks that has been either overlooked or identified in a rather scattered manner by researchers in the recent decade. Thus, a comprehensive survey of the state-of-the-art to clearly address this research gap and outline the possible solutions is yet to appear in the existing literature. In this paper, we address this by surveying the existing practices, challenges, and opportunities in the emerging 6G (i.e., beyond 5G) networks, where various AI (Artificial Intelligence)-based techniques such as deep learning meet the classical optimization techniques, to balance the service performance and security levels. Several networking topologies with relevant use-cases are included in the survey to discuss the existing and emerging trends of isolated as well as joint treatment of service and security levels. Lessons learned from each use-case are provided to demonstrate a clear road map for the interested readers and researchers in emerging networks to construct a natively combined service and security ecosystem, specifically in the network edge.",,10.1109/COMST.2022.3191697,"Quality of service , Security , 6G mobile communication , Optimization , 5G mobile communication , Measurement , Throughput ",,,,,,,,,,
234,A Deep Learning Assisted Software Defined Security Architecture for 6G Wireless Networks: IIoT Perspective,"Md. Abdur Rahman , M. Shamim Hossain ",IEEE Wireless Communications,1558-0687,29,2,,2022,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9801721,"The 6G wireless network is expected to drive cyber-physical systems (CPS) from merely connected things to securely connected intelligence. While 6G will offer real-time communication between cyber and physical entities, due to convergence of operational technology (OT) and information technology (IT) networks, security, and trustworthiness of the massive amount of data shared between cyber and physical entities will remain of great concern. Attackers having AI capability will be able to mount massive numbers of automated and novel attacks on the future 6G network. Human security specialists teaming with an AI-powered adaptive defense mechanism will be needed to counter emerging AI-based attacks on the massively connected CPS through 6G wireless networks. 6G networks are expected to add industrial immunity to IT, OT, and IIoT networks with the help of AI. 6G is expected to offer deep learning (DL) assisted security function virtualization (SFV) to support software defined security (SDS) architecture for dynamic defense mechanisms, intelligently monitor network traffic anomalies at different network endpoints and segments, and offer increased visibility across attack surfaces. In this article, we study the security challenges in 6G networks posed by the recent convergence of OT and IT networks and propose distributed DL-assisted SDS for 6G vertical that will autonomously detect, localize, and isolate security threats via SFV. Finally, we present future directions and the challenges ahead.",,10.1109/MWC.006.2100438,"6G mobile communication , Deep learning , Wireless networks , Computer architecture , Software , Real-time systems , Security , Cyber-physical systems ",,,,,,,,,,
235,GPF+: A Novel Ultrafast GPU-Based Proportional Fair Scheduler for 5G NR,"Yan Huang , Shaoran Li , Y. Thomas Hou , Wenjing Lou ",IEEE/ACM Transactions on Networking,1558-2566,30,2,,2022,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9582828,"5G NR is designed to operate over a broad range of frequency bands and support new applications with ultra-low latency requirements. To support its extremely diverse operating conditions, multiple OFDM numerologies have been defined in the 5G standards. Under these numerologies, it is necessary to perform scheduling with a time resolution of  $\sim 100 \mathrm {\mu s}$ . This requirement poses a new challenge beyond existing LTE and cannot be satisfied by any existing LTE schedulers. In this paper, we present the design of GPF+, which is a GPU-based proportional fair (PF) scheduler with timing performance under  $100 \mathrm {\mu s}$ . GPF+ is an improvement over our GPF in Huang et al. (2018). The key ideas include decomposing the original scheduling problem into a large number of small and independent sub-problems and selecting a subset of sub-problems from the most promising search space to fit into a GPU. By implementing GPF+ on an off-the-shelf NVIDIA Tesla V100 GPU, we show that GPF+ is able to achieve near-optimal PF performance with timing performance under  $100 \mathrm {\mu s}$ . GPF+ represents the fastest GPU-based PF scheduler that can meet the new real-time requirement in 5G NR.",,10.1109/TNET.2021.3118005,"Graphics processing units , 5G mobile communication , Scheduling , Long Term Evolution , Processor scheduling , Optimal scheduling , OFDM ",,,,,,,,,,
236,A GPU Hyperconverged Platform for 5G vRAN and Multi - Access Edge Computing,"Anupa Kelkar , Chris Dick ",2021 IEEE Canadian Conference on Electrical and Computer Engineering (CCECE),0840-7789,,,,2021,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9569133,"In this paper we present the NVIDIA hyper-converged platform supporting 5G connectivity and Mobile Edge Computing (MEC). 5G connectivity is realized with our Aerial [1] GPU-based cloud native 5G gNB. We introduce AI-on-5G on a converged accelerator to showcase our innovation in being able to host Aerial vRAN baseband processing, AI/ML training and inference, data analytics and other workloads. In other words, a data center at the edge that is provisioned with 5G connectivity as a service. We describe 3 uses-cases that highlight how existing NVIDIA AI/ML development frameworks, together with Aerial, can be leveraged to bring Industry 4.0 to reality. As an open platform Aerial is positioned to be industry transformational by providing researchers with a platform for next generation wireless and AI research. Aerial seeds the research ecosystem with a first-class out-of-the-box (OOB) experience with a standards compliant 5G NR PHY. Researchers can run the supplied 3GPP compliant test vectors, and perform over-the-air experiments, using standard servers equipped with a GPU-based PCIe card. The PHY code base can be tailored to support research that combines AI/ML with 5G wireless.",,10.1109/CCECE53047.2021.9569133,"Wireless communication , Training , Base stations , Technological innovation , 5G mobile communication , Computational modeling , Graphics processing units ",,,,,,,,,,
237,Channel Estimation Using Deep Learning on an FPGA for 5G Millimeter-Wave Communication Systems,"Pavan Kumar Chundi , Xiaodong Wang , Mingoo Seok ",IEEE Transactions on Circuits and Systems I: Regular Papers,1558-0806,69,2,,2022,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9576112,"5G millimeter-wave (mmWave) communication systems enable exciting new applications by significantly reducing the latency and increasing the data rate. However, this comes at a large computational cost, which results in long latency and large energy consumption. In this work, we aim to address this challenge in the problem of channel estimation of such systems through a set of algorithm-hardware co-optimizations. First of all, we employed a model-based neural network to improve the rate of convergence. We also optimized the neural network and achieved improved loss while using approximately the same number of operations. Furthermore, we were able to reduce the computational complexity through the use of sparsity inherent in mmWave channels. The proposed neural network for the channel estimation scales the computational complexity by more than two orders. Based on these innovations, we implemented a channel estimation subsystem on Zynq 7020 FPGA. The subsystem obtains an improvement in latency of up to ~10X and an improvement in energy consumption of up to ~300X over CPU and GPU based systems.",,10.1109/TCSI.2021.3117886,"Channel estimation , Neural networks , 5G mobile communication , Hardware , Field programmable gate arrays , Transmitting antennas , Millimeter wave communication ",,,,,,,,,,
238,WITHDRAWN: News Development in the 5G Network Era based on Machine Learning and FPGA,"Wang, Wei",Microprocessors and Microsystems,0141-9331,,,103391,2020,Elsevier,https://www.sciencedirect.com/science/article/pii/S0141933120305482,"This article has been withdrawn at the request of the author(s) and/or editor. The Publisher apologizes for any inconvenience this may cause. The full Elsevier Policy on Article Withdrawal can be found at http://www.elsevier.com/locate/withdrawalpolicy. Subsequent to acceptance of this special issue paper by the responsible Guest Editor Sundhararajan Mahalingam, the integrity and rigor of the peer-review process was investigated and confirmed to fall beneath the high standards expected by Microprocessors & Microsystems. There are also indications that much of the Special Issue includes unoriginal and heavily paraphrased content. Due to a configuration error in the editorial system, unfortunately the Editor in Chief did not receive these papers for approval as per the journal’s standard workflow.",,https://doi.org/10.1016/j.micpro.2020.103391,Learning,,,,,,,,,,
239,FPGA-based Design and Optimization of a 5G-NR DU Receiver,"Fábio D. L. Coutinho , Hugerles S. Silva , Arnaldo S. R. Oliveira ",2021 Telecoms Conference (ConfTELE),,,,,2021,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9435579,"In this paper, a Fifth-Generation New Radio (5G-NR) Distributed Unit (DU) receiver case study is carried out to evaluate the trade-offs between different design parameters. The 5G-NR DU receiver is modelled using a fast implementation flow, from the behavioral model to the Field-Programmable Gate Array (FPGA) validation. The goal of this paper is to optimize the area, power, and DU receiver overall performance of the Register-Transfer Level (RTL) implementations from a high-level model by varying the model input data type, i.e., the number of quantized bits at the input of the processing chain. Matlab and Simulink are used to implement the 5G-NR DU behavioral model, and its synthesis is performed by the Hardware Description Language (HDL) Coder automated tool. The 5G-NR DU receiver is implemented in a ZCU102 evaluation kit, containing an XCZU9EG-FFVB1156-2-E device. The trade-offs are evaluated by analyzing the Error Vector Magnitude (EVM), the coarse symbol timing detection, the resource utilization, the power, throughput, the maximum operating frequency, and the latency for different modulation schemes. The results showed a direct dependence of the input data type on these design parameters, while the modulation scheme is almost agnostic, providing reliable information for an optimized DU implementation.",,10.1109/ConfTELE50222.2021.9435579,"Frequency modulation , Software packages , Receivers , Throughput , New Radio , Data models , Timing ",,,,,,,,,,
240,Hierarchical Scheduling with FPGA-based Accelerator for Flexible 5G Mobile Networks,"Yuki Arikawa , Takeshi Sakamoto , Satoshi Shigematsu ",2020 IEEE 91st Vehicular Technology Conference (VTC2020-Spring),1090-3038,,,,2020,IEEE,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9128593,"Towards the deployment of flexible 5G mobile networks, this paper presents a hierarchical coordinated radio-resource scheduling method along with a scheme for its practical hardware implementation in a field-programmable gate array (FPGA). The scheduler in the 5G era will have to quickly perform coordinated scheduling for a huge number of transmission antennas and support flexibility for advanced scheduling algorithms. To meet these requirements, we designed an FPGA-based scheduler that hierarchically controls the radio transmissions of all transmission antennas beyond a central unit. Experimental measurements reveal that the FPGA-based hierarchical coordinated scheduler shows comparable processing speed on the radio-frame time scale. Moreover, in numerical simulations, the overall system throughput with the hierarchical coordinated scheduler is 1.25 times higher than that obtained by the conventional method when the number of transmission antennas and mobile terminals are 32 and 256, respectively. Our proposed scheduling method will enable the deployment of flexible 5G mobile networks.",,10.1109/VTC2020-Spring48590.2020.9128593,"Processor scheduling , Throughput , Field programmable gate arrays , Scheduling , Interference , 5G mobile communication , Copper ",,,,,,,,,,
241,"FPGA demonstration of adaptive spacetime compression towards high-fidelity, low-latency 5G fronthaul","Paikun Zhu , Yuki Yoshida , Ken-ichi Kitayama ",45th European Conference on Optical Communication (ECOC 2019),,,,,2019,IET,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9125473,"We experimentally demonstrate 8-antenna MIMO fronthaul uplink enabled by the first FPGA-based adaptive space-time compressor. 48Gb/s CPRI-equivalent rate encapsulating 1024QAM 5G NR-grade signals is transported using as low as 2.5GBd optical PAM4, achieving <1.25% EVM and 50ns latency for compression.",,10.1049/cp.2019.0745,,,,,,,,,,,
242,A Survey of Machine Learning Algorithms for 6G Wireless Networks,"Patil, Anita and Iyer, Sridhar and P and ya, Rahul Jashvantbhai",,,,,,2022,,https://arxiv.org/abs/2203.08429,"The primary focus of Artificial Intelligence/Machine Learning (AI/ML) integration within the wireless technology is to reduce capital expenditures, optimize network performance, and build new revenue streams. Replacing traditional algorithms with deep learning AI techniques have dramatically reduced the power consumption and improved the system performance. Further, implementation of ML algorithms also enables the wireless network service providers to (i) offer high automation levels from distributed AI/ML architectures applicable at the network edge, (ii) implement application-based traffic steering across the access networks, (iii) enable dynamic network slicing for addressing different scenarios with varying quality of service requirements, and (iv) enable ubiquitous connectivity across the various 6G communication platforms. In this chapter, we review/survey the ML techniques which are applicable to the 6G wireless networks. and also list the open problems of research which require timely solutions.",,https://doi.org/10.48550/arXiv.2203.08429,Algorithms,,,,,,,,,,
243,AI-based computer vision using deep learning in 6G wireless networks,"Kamruzzaman, MM and Alruwaili, Omar",Computers and Electrical Engineering,0045-7906,102,,108233,2022,,https://www.sciencedirect.com/science/article/pii/S0045790622004694,"Modern businesses benefit significantly from advances in computer vision technology, one of the important sectors of artificially intelligent and computer science research. Advanced computer vision issues like image processing, object recognition, and biometric authentication can benefit from using deep learning methods. As smart devices and facilities advance rapidly, current networks such as 4 G and the forthcoming 5 G networks may not adapt to the rapidly increasing demand. Classification of images, object classification, and facial recognition software are some of the most difficult computer vision problems that can be solved using deep learning methods. As a new paradigm for 6Core network design and analysis, artificial intelligence (AI) has recently been used. Therefore, in this paper, the 6 G wireless network is used along with Deep Learning to solve the above challenges by introducing a new methodology named Optimizing Computer Vision with AI-enabled technology (OCV-AI). This research uses deep learning – efficiency algorithms (DL-EA) for computer vision to address the issues mentioned and improve the system's outcome. Therefore, deep learning 6 G proposed frameworks (Dl-6 G) are suggested in this paper to recognize pattern recognition and intelligent management systems and provide driven methodology planned to be provisioned automatically. For Advanced analytics wise, 6 G networks can summarize the significant areas for future research and potential solutions, including image enhancement, machine vision, and access control.",,https://doi.org/10.1016/j.compeleceng.2022.108233,6G;Wireless communication;AI;Machine learning;Deep learning;Mobile communication;Learning,,,,,,,,,,
244,A sustainable deep learning framework for fault detection in 6G Industry 4.0 heterogeneous data environments,"Mezair, Tinhinane and Djenouri, Youcef and Belhadi, Asma and Srivastava, Gautam and Lin, Jerry Chun-Wei",Computer Communications,0140-3664,187,,164-171,2022,,https://www.sciencedirect.com/science/article/pii/S014036642200055X,"The integration of 5G and Beyond 5G (B5G)/6G in Machine-to-Machine (M2M) communications, is making Industry 4.0 smarter. However, the goal of having a sustainable self-monitored industry has not been reached yet. State-of-the-art deep learning-based Fault Detection algorithms cannot handle heterogeneous data, meaning that more than one fault detection computational device has to be used for each data format, in addition to the inability to take advantage of the combination of all the information available in different formats to derive more accurate conclusions. Moreover, these algorithms rely on inefficient hyper-parameters tuning strategies. In this paper, we propose an Advanced Deep Learning framework for Fault Diagnosis in Industry 4.0 (ADL-FDI4), which combines Long Short Term Memory (LSTM), Convolutional Neural Networks (CNN) and graph CNN (GNN), to handle heterogeneous data. Furthermore, our novel framework uses a Branch-and-Bound procedure to guide the learning process. Our experimental results show that ADL-FDI4 outperforms the state-of-the-art solutions in terms of detection rate and running time, and for that, it consumes less energy. In addition to handling heterogeneous data, which implies that one computational device is sufficient to handle all data formats.",,https://doi.org/10.1016/j.comcom.2022.02.010,Industry 4.0;Deep Learning;Fault Detection;Machine to machine communication;Sustainable 6G,,,,,,,,,,
