,title,authors,journal,issn,volume,issue,pages,year,publisher,url,abstract,notes,doi,keywords
231,FPGA demonstration of adaptive low-latency high-fidelity analog-to-digital compression for beyond-5G wireless-wired conversion,"P Zhu, Y Yoshida, K Kitayama",2019 24th OptoElectronics and Communications Conference (OECC) and 2019 International Conference on Photonics in Switching and Computing (PSC),,,,,2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8818151/,Time-domain analog-to-digital compression (ADX) is designed and implemented on FPGA for low-complexity high-fidelity wireless-wired signal conversion. We demonstrate 50ns processing latency and $EVM < 0.6\%\ over > 30dB$ input power range for 4096QAM-modulated OFDM and single-carrier radio signals.,,10.23919/PS.2019.8818151,"Field programmable gate arrays , Wireless communication , OFDM , Bandwidth , Real-time systems , Decoding , Time-domain analysis "
232,Deep learning enabled irs for 6g intelligent transportation systems: A comprehensive study,"W Song, S Rajak, S Dang, R Liu, J Li, ...",IEEE Transactions on Intelligent Transportation Systems,1558-0016,PP,99,,2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9806434/?casa_token=i0T2Nb39d9oAAAAA:RAOAas3oKyOHr7ddLEJDvN3i-XFGJkhFjUZYeBpoQZbij9W8Z5c4n83NgxID7hx1vcqAIU9FjJz4kg,"Intelligent Transportation Systems (ITS) play an increasingly significant role in our life, where safe and effective vehicular networks supported by sixth-generation (6G) communication technologies are the essence of ITS. Vehicle-to-vehicle (V2V) and vehicle-to-infrastructure (V2I) communications need to be studied to implement ITS in a secure, robust, and efficient manner, allowing massive connectivity in vehicular communications networks. Besides, with the rapid growth of different types of autonomous vehicles, it becomes challenging to facilitate the heterogeneous requirements of ITS. To meet the above needs, intelligent reflecting surfaces (IRS) are introduced to vehicular communications and ITS, containing the reflecting elements that can intelligently configure incident signals from and to vehicles. As a novel vehicular communication paradigm at its infancy, it is key to understand the latest research efforts on applying IRS to 6G ITS as well as the fundamental differences with other existing alternatives and the new challenges brought by implementing IRS in 6G ITS. In this paper, we provide a big picture of deep learning enabled IRS for 6G ITS and appraise most of the important literature in this field. By appraising and summarizing the existing literature, we also point out the challenges and worthwhile research directions related to IRS aided 6G ITS.",,10.1109/TITS.2022.3184314,"6G mobile communication , Channel estimation , MIMO communication , Optimization , Wireless networks , Deep learning , Array signal processing "
233,"Balancing QoS and Security in the Edge: Existing Practices, Challenges, and 6G Opportunities with Machine Learning","ZM Fadlullah, B Mao, N Kato",IEEE Communications Surveys & Tutorials,2373-745X,24,4,,2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9831429/?casa_token=ZKtPekxXjVUAAAAA:FigFKe-gdeoqq9q9Nch-zyL2R_x6hoR7OkfblJMd9-NMDZ6fh_Yei1HgChd8TiNIHc--cgNQcCVQEQ,"While the emerging 6G networks are anticipated to meet the high-end service quality demands of the mobile edge users in terms of data rate and delay satisfaction, new attack surfaces and zero-day attacks continue to pose significant threats to their successful realization and rollouts. Traditionally, most service provisioning techniques considered security metrics separately from the Quality of Service (QoS) and Quality of Expectation (QoE) parameters. The QoS/QoE parameters include data throughput, experienced delay, tolerable latency, jitter, resource utilization rate, spectral efficiency, energy efficiency, fairness, and other emerging key performance indicators (KPIs). Also, there are various security attributes, such as encryption key strength, authentication strength, network anomaly score, privacy metric, and so on. Typically, the resource allocation optimization techniques to maximize the security aspects to protect the communication of mobile users or user equipment (UEs) have an adverse effect on the service quality. Therefore, a key research gap exists in balancing service quality and security levels in communication networks that has been either overlooked or identified in a rather scattered manner by researchers in the recent decade. Thus, a comprehensive survey of the state-of-the-art to clearly address this research gap and outline the possible solutions is yet to appear in the existing literature. In this paper, we address this by surveying the existing practices, challenges, and opportunities in the emerging 6G (i.e., beyond 5G) networks, where various AI (Artificial Intelligence)-based techniques such as deep learning meet the classical optimization techniques, to balance the service performance and security levels. Several networking topologies with relevant use-cases are included in the survey to discuss the existing and emerging trends of isolated as well as joint treatment of service and security levels. Lessons learned from each use-case are provided to demonstrate a clear road map for the interested readers and researchers in emerging networks to construct a natively combined service and security ecosystem, specifically in the network edge.",,10.1109/COMST.2022.3191697,"Quality of service , Security , 6G mobile communication , Optimization , 5G mobile communication , Measurement , Throughput "
234,A deep learning assisted software defined security architecture for 6G wireless networks: IIoT perspective,"MA Rahman, MS Hossain",IEEE Wireless Communications,1558-0687,29,2,,2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9801721/?casa_token=PsDJWUGSCywAAAAA:LkQ8tUa8SNu9MBYRVllUnTp98rTpQmhX5scZNB22eHcK7rM6XGdCbn3CVwOMC5KaIcwy3-S-obdgrg,"The 6G wireless network is expected to drive cyber-physical systems (CPS) from merely connected things to securely connected intelligence. While 6G will offer real-time communication between cyber and physical entities, due to convergence of operational technology (OT) and information technology (IT) networks, security, and trustworthiness of the massive amount of data shared between cyber and physical entities will remain of great concern. Attackers having AI capability will be able to mount massive numbers of automated and novel attacks on the future 6G network. Human security specialists teaming with an AI-powered adaptive defense mechanism will be needed to counter emerging AI-based attacks on the massively connected CPS through 6G wireless networks. 6G networks are expected to add industrial immunity to IT, OT, and IIoT networks with the help of AI. 6G is expected to offer deep learning (DL) assisted security function virtualization (SFV) to support software defined security (SDS) architecture for dynamic defense mechanisms, intelligently monitor network traffic anomalies at different network endpoints and segments, and offer increased visibility across attack surfaces. In this article, we study the security challenges in 6G networks posed by the recent convergence of OT and IT networks and propose distributed DL-assisted SDS for 6G vertical that will autonomously detect, localize, and isolate security threats via SFV. Finally, we present future directions and the challenges ahead.",,10.1109/MWC.006.2100438,"6G mobile communication , Deep learning , Wireless networks , Computer architecture , Software , Real-time systems , Security , Cyber-physical systems "
235,GPF+: A Novel Ultrafast GPU-Based Proportional Fair Scheduler for 5G NR,"Y Huang, S Li, YT Hou, W Lou",IEEE/ACM Transactions on Networking,1558-2566,30,2,,2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9582828/?casa_token=oEGvs3OEjhkAAAAA:PL5FuGa9fl8u0wvpDEViLn4RYlaHLqGa_w9T_Brj_uR6eumeMb4OgHGDKvqoP6mfat4SS0hF3ejL8g,"5G NR is designed to operate over a broad range of frequency bands and support new applications with ultra-low latency requirements. To support its extremely diverse operating conditions, multiple OFDM numerologies have been defined in the 5G standards. Under these numerologies, it is necessary to perform scheduling with a time resolution of  $\sim 100 \mathrm {\mu s}$ . This requirement poses a new challenge beyond existing LTE and cannot be satisfied by any existing LTE schedulers. In this paper, we present the design of GPF+, which is a GPU-based proportional fair (PF) scheduler with timing performance under  $100 \mathrm {\mu s}$ . GPF+ is an improvement over our GPF in Huang et al. (2018). The key ideas include decomposing the original scheduling problem into a large number of small and independent sub-problems and selecting a subset of sub-problems from the most promising search space to fit into a GPU. By implementing GPF+ on an off-the-shelf NVIDIA Tesla V100 GPU, we show that GPF+ is able to achieve near-optimal PF performance with timing performance under  $100 \mathrm {\mu s}$ . GPF+ represents the fastest GPU-based PF scheduler that can meet the new real-time requirement in 5G NR.",,10.1109/TNET.2021.3118005,"Graphics processing units , 5G mobile communication , Scheduling , Long Term Evolution , Processor scheduling , Optimal scheduling , OFDM "
236,A GPU Hyperconverged Platform for 5G vRAN and Multi-Access Edge Computing,"A Kelkar, C Dick",2021 IEEE Canadian Conference on Electrical and Computer Engineering (CCECE),0840-7789,,,,2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9569133/?casa_token=0PN_O8gg3ZQAAAAA:BKXBM7_DYSJfQREo-neOD1RLLB8LhlXGyxWyDVtIYXf04eSQ037EVB8Cx6aoaZQ0jIhSikl__afdDQ,"In this paper we present the NVIDIA hyper-converged platform supporting 5G connectivity and Mobile Edge Computing (MEC). 5G connectivity is realized with our Aerial [1] GPU-based cloud native 5G gNB. We introduce AI-on-5G on a converged accelerator to showcase our innovation in being able to host Aerial vRAN baseband processing, AI/ML training and inference, data analytics and other workloads. In other words, a data center at the edge that is provisioned with 5G connectivity as a service. We describe 3 uses-cases that highlight how existing NVIDIA AI/ML development frameworks, together with Aerial, can be leveraged to bring Industry 4.0 to reality. As an open platform Aerial is positioned to be industry transformational by providing researchers with a platform for next generation wireless and AI research. Aerial seeds the research ecosystem with a first-class out-of-the-box (OOB) experience with a standards compliant 5G NR PHY. Researchers can run the supplied 3GPP compliant test vectors, and perform over-the-air experiments, using standard servers equipped with a GPU-based PCIe card. The PHY code base can be tailored to support research that combines AI/ML with 5G wireless.",,10.1109/CCECE53047.2021.9569133,"Wireless communication , Training , Base stations , Technological innovation , 5G mobile communication , Computational modeling , Graphics processing units "
237,Channel estimation using deep learning on an fpga for 5g millimeter-wave communication systems,"PK Chundi, X Wang, M Seok",IEEE Transactions on Circuits and Systems I: Regular Papers,1558-0806,69,2,,2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9576112/?casa_token=RNpdgTXSaLMAAAAA:9J4q1Q1c91ae6L2xMnWe1OT0pqiV2dKfwSAakhhDnGLzsj1hpe5HhtL2s6eaKbZ5_Afn8rZ8CgKMJQ,"5G millimeter-wave (mmWave) communication systems enable exciting new applications by significantly reducing the latency and increasing the data rate. However, this comes at a large computational cost, which results in long latency and large energy consumption. In this work, we aim to address this challenge in the problem of channel estimation of such systems through a set of algorithm-hardware co-optimizations. First of all, we employed a model-based neural network to improve the rate of convergence. We also optimized the neural network and achieved improved loss while using approximately the same number of operations. Furthermore, we were able to reduce the computational complexity through the use of sparsity inherent in mmWave channels. The proposed neural network for the channel estimation scales the computational complexity by more than two orders. Based on these innovations, we implemented a channel estimation subsystem on Zynq 7020 FPGA. The subsystem obtains an improvement in latency of up to ~10X and an improvement in energy consumption of up to ~300X over CPU and GPU based systems.",,10.1109/TCSI.2021.3117886,"Channel estimation , Neural networks , 5G mobile communication , Hardware , Field programmable gate arrays , Transmitting antennas , Millimeter wave communication "
238,News development in the 5G network era based on machine learning and FPGA,W Wang,Microprocessors and Microsystems,,,,,2020,Elsevier,https://www.sciencedirect.com/science/article/pii/S0141933120305482?casa_token=5YV4pgDcNZ4AAAAA:xo_xpSudCMsOt0E8YiNC_kWsKklIt9gL_TrmUNG8Jy38PjIr4FaJZKjcrgHqHOrnXIv8KwM48Yw,… of the FPGA of things to come of the 5G network arranging. Since it must be a potential for FPGA … effectiveness and can be utilized to assemble a necessary aspect of the 5G foundation. …,,,
239,FPGA-based Design and Optimization of a 5G-NR DU Receiver,"FDL Coutinho, HS Silva, ...",2021 Telecoms Conference (ConfTELE),,,,,2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9435579/?casa_token=_dKgAQwH0joAAAAA:mVHP7gr-i0TPrixhtsaj4t1YVLCx-O6lGaarj0Rt0dA8Al7Vf7IJ42UgdHGu4-LnlgDp85WZfDZERQ,"In this paper, a Fifth-Generation New Radio (5G-NR) Distributed Unit (DU) receiver case study is carried out to evaluate the trade-offs between different design parameters. The 5G-NR DU receiver is modelled using a fast implementation flow, from the behavioral model to the Field-Programmable Gate Array (FPGA) validation. The goal of this paper is to optimize the area, power, and DU receiver overall performance of the Register-Transfer Level (RTL) implementations from a high-level model by varying the model input data type, i.e., the number of quantized bits at the input of the processing chain. Matlab and Simulink are used to implement the 5G-NR DU behavioral model, and its synthesis is performed by the Hardware Description Language (HDL) Coder automated tool. The 5G-NR DU receiver is implemented in a ZCU102 evaluation kit, containing an XCZU9EG-FFVB1156-2-E device. The trade-offs are evaluated by analyzing the Error Vector Magnitude (EVM), the coarse symbol timing detection, the resource utilization, the power, throughput, the maximum operating frequency, and the latency for different modulation schemes. The results showed a direct dependence of the input data type on these design parameters, while the modulation scheme is almost agnostic, providing reliable information for an optimized DU implementation.",,10.1109/ConfTELE50222.2021.9435579,"Frequency modulation , Software packages , Receivers , Throughput , New Radio , Data models , Timing "
240,Hierarchical Scheduling with FPGA-based Accelerator for Flexible 5G Mobile Networks,"Y Arikawa, T Sakamoto, ...",2020 IEEE 91st Vehicular Technology Conference (VTC2020-Spring),1090-3038,,,,2020,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9128593/?casa_token=jyWLRgdqwooAAAAA:NgHv3Rl1Ymb2bfxcZulC9h2aUBi_rreZLTMSXdNUdq7VjPWpX3t2bXALoLcADknN-_obWJDqeSYCTA,"Towards the deployment of flexible 5G mobile networks, this paper presents a hierarchical coordinated radio-resource scheduling method along with a scheme for its practical hardware implementation in a field-programmable gate array (FPGA). The scheduler in the 5G era will have to quickly perform coordinated scheduling for a huge number of transmission antennas and support flexibility for advanced scheduling algorithms. To meet these requirements, we designed an FPGA-based scheduler that hierarchically controls the radio transmissions of all transmission antennas beyond a central unit. Experimental measurements reveal that the FPGA-based hierarchical coordinated scheduler shows comparable processing speed on the radio-frame time scale. Moreover, in numerical simulations, the overall system throughput with the hierarchical coordinated scheduler is 1.25 times higher than that obtained by the conventional method when the number of transmission antennas and mobile terminals are 32 and 256, respectively. Our proposed scheduling method will enable the deployment of flexible 5G mobile networks.",,10.1109/VTC2020-Spring48590.2020.9128593,"Processor scheduling , Throughput , Field programmable gate arrays , Scheduling , Interference , 5G mobile communication , Copper "
241,"FPGA demonstration of adaptive spacetime compression towards high-fidelity, low-latency 5G fronthaul","P Zhu, Y Yoshida, K Kitayama",45th European Conference on Optical Communication (ECOC 2019),,,,,2019,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9125473/?casa_token=qLZCQwovoVkAAAAA:CsfYVaCgceXpZHIF0VJ8dl_7neuXxpj4DHlqgHf8Zf4UA80PyQ7xGs0kGLqtKTTxbmc397QHGAgrIg,"We experimentally demonstrate 8-antenna MIMO fronthaul uplink enabled by the first FPGA-based adaptive space-time compressor. 48Gb/s CPRI-equivalent rate encapsulating 1024QAM 5G NR-grade signals is transported using as low as 2.5GBd optical PAM4, achieving <1.25% EVM and 50ns latency for compression.",,10.1049/cp.2019.0745,
242,A survey of machine learning algorithms for 6g wireless networks,"A Patil, S Iyer, RJ Pandya",arXiv preprint arXiv:2203.08429,,,,,2022,arxiv.org,https://arxiv.org/abs/2203.08429,"… Replacing traditional algorithms with deep learning AI techniques have … 6G communication platforms. In this chapter, we review/survey the ML techniques which are applicable to the 6G …",,,
243,AI-based computer vision using deep learning in 6G wireless networks,"MM Kamruzzaman, O Alruwaili",Computers and Electrical Engineering,,,,,2022,Elsevier,https://www.sciencedirect.com/science/article/pii/S0045790622004694?casa_token=J0o3I-t_uIwAAAAA:leirtTfyYGejlmoLnFD74c35bENe62wSJtFfaRghomrLdOvjRAUl81li4CPN3b3oZMXNhHTmuGs,"… , artificial intelligence (AI) has recently been used. Therefore, in this paper, the 6 G wireless network is used along with Deep Learning to … This research uses deep learning – efficiency …",,,
244,A sustainable deep learning framework for fault detection in 6G Industry 4.0 heterogeneous data environments,"T Mezair, Y Djenouri, A Belhadi, G Srivastava, ...",Computer …,,,,,2022,Elsevier,https://www.sciencedirect.com/science/article/pii/S014036642200055X,… the hyper-parameters of the different deep learning models should be carefully analyzed and tuned. The common parameters of the deep learning models used in this work are the …,,,
245,FPGA-accelerated SmartNIC for supporting 5G virtualized Radio Access Network,"JC Borromeo, K Kondepu, N Andriolli, L Valcarenghi",Computer Networks,,,,,2022,Elsevier,https://www.sciencedirect.com/science/article/pii/S1389128622001189,… The approach proposed in this paper accelerates the 5G gNB stack Low-PHY functions in an FPGA-based SmartNIC. This work focuses on a dual-split scenario where Option 8 is …,,,
246,GPU-accelerated partially linear multiuser detection for 5G and beyond URLLC systems,"M Mehlhose, G Marcus, D Schäufele, DA Awan, ...",IEEE Access,2169-3536,10,,,2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9810242/,"We have implemented a recently proposed partially linear multiuser detection algorithm in reproducing kernel Hilbert spaces (RKHSs) on a GPU-accelerated platform. Our proof of concept combines the robustness of linear detection and non-linear detection for the non-orthogonal multiple access (NOMA) based massive connectivity scenario. Mastering the computation of the vast number of inner products (which involve kernel evaluations) is a challenge in ultra-low latency (ULL) applications due to the sub-millisecond latency requirement. To address the issue, we propose a massively parallel implementation of the detection of user data in a received orthogonal frequency-division multiplexing (OFDM) radio frame. The result is a GPU-accelerated real-time OFDM receiver that enables detection latency of less than one millisecond that complies with the requirements of 5th generation (5G) and beyond ultra-reliable and low latency communications (URLLC) systems. Moreover, the parallelization and acceleration techniques explored and demonstrated in this study can be extended to many signal processing algorithms in Hilbert spaces, such as projection onto convex sets (POCS) and adaptive projected subgradient method (APSM) based algorithms. Results and comparisons with the state-of-the-art confirm the effectiveness of our approach.",,10.1109/ACCESS.2022.3187040,"Signal processing algorithms , Kernel , Nonlinear filters , Multiuser detection , Maximum likelihood detection , Hilbert space , OFDM "
247,FPGA Design of an efficient EEG signal transmission through 5G wireless network using optimized pilot based channel estimation: a telemedicine application,"KBS Kumar, BR Sujatha",Wireless Personal Communications,,,,,2022,Springer,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11277-021-09305-2&casa_token=SOwvm1xDORcAAAAA:mAiuBkmiQ7T0EpYTIMn7XmPc62xIEMYV1HATbfaiSJXQx4MKGM3oxpLq4SLfpnp_YAELB0WhSR2esMs57g,"… In this work, an FPGA design for an enhanced squirrel search algorithm optimized pilot based channel estimation method is proposed to transmit the biomedical EEG signal through 5G …",,,
248,Modern accounting data analysis platform based on 5G network and FPGA,J Lin,Microprocessors and Microsystems,,,,,2020,Elsevier,https://www.sciencedirect.com/science/article/pii/S0141933120305457?casa_token=lQzvQuBEy5MAAAAA:OGEhVxuLFNx60o1KCAAn5V25H2z5lE-y9BIN49_D3cnqaeAJPFktwO3_gq8g8NTU_Q0NdynKtrs,"… to 5G, key innovation patterns and business drivers that shape the way to 5G applications … lastly a proposed development model of 5G investigation and organizations changing from …",,,
249,Fifth Generation (5G) New Radio (NR) Channel Codes Contenders Based on Field-Programmable Gate Arrays (FPGA): A Review Paper,"AA Hamad, MK Ibrahim, AA Al-hayder, ...",Journal of University of …,,,,,2019,iasj.net,https://www.iasj.net/iasj/download/9d35d729771fae3a,… This paper presents a survey on the current literatures that deals with FPGA-based decoder … FPGA it can take hours [10]. This is mainly due to the ability of parallel processing that FPGA …,,,
250,Unmasking Concealed 5G Privacy Identity with Machine Learning and GPU in 12 mins,VH Tea,,,,,,2020,techrxiv.org,https://www.techrxiv.org/articles/preprint/Unmasking_Concealed_5G_Privacy_Identity_with_Machine_Learning_and_GPU_in_12_mins/13187636,"… concealed 5G … (GPU) that is able to unmask a concealed 5G identity in ~12 minutes with an untrained neural-network, or ~0.015 milliseconds with a pre-trained neural-network. The 5G …",,,
251,Research on automatic evaluation method of Mandarin Chinese pronunciation based on 5G network and FPGA,"Z Wang, Q Wu",Microprocessors and Microsystems,,,,,2021,Elsevier,https://www.sciencedirect.com/science/article/pii/S0141933120306840?casa_token=IK61Q-vzmsEAAAAA:lsKN-LaXapiKeFW4kBtET4niQ2M3Q5vELMFymjSVyh_puUvBnBHM4BCpCx8wWoqilKnA9dlkuWY,… It is the native FPGA and 5G regarding learner pronunciation … and measuring capabilities from 4G to 5G is not a simple step up. … method is using 5G and FPGA in our proposed method. …,,,
252,FPGA implementation of new LM-SPIHT colored image compression with reduced complexity and low memory requirement compatible for 5G,"YM Tabra, B Sabbar",International …,,,,,2019,download.garuda.kemdikbud.go.id,http://download.garuda.kemdikbud.go.id/article.php?article=1493229&val=152&title=FPGA%20implementation%20of%20new%20LM-SPIHT%20colored%20image%20compression%20with%20reduced%20complexity%20and%20low%20memory%20requirement%20compatible%20for%205G,"The revolution in 5G mobile systems require changes to how image is handled. These changes are represented by the required processing time, the amount of space for uploading and …",,,
253,Build and deploy GPU-accelerated 5G virtual Radio Access Networks (vRAN),N Aerial,,,,,,2022,Accessed: Jun,,,,,
254,GPF: A GPU-Based Design to Achieve Scheduling for 5G NR,"Y Huang, S Li, YT Hou, W Lou",Proc. MobiCom 2018,,,,,2019,,,,,,
255,A Cognitive Radio Spectrum Sensing Implementation Based on Deep Learning and Real Signals,"M Saber, A Chehri, AE Rharras, R Saadane, ...",Innovations in Smart …,,,,,2021,Springer,https://link.springer.com/chapter/10.1007/978-3-030-66840-2_70,"… In this paper, we used a deep learning model for spectrum sensing in cognitive radio … Therefore, a simplified spectrum sensing implementation has been proposed based on real signals …",,,
256,6G and Artificial Intelligence Technologies for Dementia Care: Literature Review and Practical Analysis,"Z Su, BL Bentley, D McDonnell, J Ahmad, J He, ...",Journal of Medical …,,,,,2022,jmir.org,https://www.jmir.org/2022/4/e30503/,"… technologies such as 5G, 6G is considerably … between 6G and AI will be that of symbiotic [65]—6G will lay the groundwork needed for the ecosystem to exist, whereas AI will make the 6G…",,,
257,Real-Time GPU-Accelerated Machine Learning Based Multiuser Detection for 5G and Beyond,"M Mehlhose, D Schäufele, DA Awan, G Marcus, ...",arXiv preprint arXiv …,,,,,2022,arxiv.org,https://arxiv.org/abs/2201.05024,"… Therefore, in order to realize our goal of real-time GPUaccelerated multiuser detection for 5G … schedule operations across the memory hierarchy of the graphics processing unit (GPU). …",,,
258,Slow-Envelope Shaping Function FPGA Implementation for 5G NR Envelope Tracking PA,"W Li, N Bartzoudis, JR Fernández, ...",2022 International Workshop on Integrated Nonlinear Microwave and Millimetre-Wave Circuits (INMMiC),2689-548X,,,,2022,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9762194/,"This paper focuses on the FPGA implementation of a slew-rate reduction (SR) shaping function for envelope tracking (ET) power amplifiers (PAs). The SR envelope has been proved effective to trade-off power efficiency and linearity in ET PA systems where the envelope tracking modulator (ETM) is bandwidth limited. However, the implementation issues need to be addressed when targeting high clock rates to cope with current 5G new radio wide-band signals. This paper shows the FPGA implementation of the SR envelope generation. We explore the use of high-level synthesis (HLS) for the SR envelope generation to evaluate the performance and resource usage of the hardware architecture. The HLS design is also compared with a hand-written hardware description language (HDL) version. An in-depth analysis shows strengths and limitations of the HLS design to meet the timing constraints when considering a throughput of 614.4 MSa/s.",,10.1109/INMMiC54248.2022.9762194,"Target tracking , 5G mobile communication , Prototypes , Power amplifiers , Modulation , Throughput , Reliability engineering "
259,A GPU accelerated framework for monitoring LTE/5G interference to DVB-T systems,"F Mangiatordi, E Pallotti",2021 AEIT International Annual Conference (AEIT),,,,,2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9626937/?casa_token=xBTH5bZOUToAAAAA:jPBwpKl3Vnr3knvbCThdJM5eyO5Us-lfK0ktvTLHH3lJyMj72fbRau_KaaH1nDuTp71Ta90Xt0gk-A,"This work presents a new computation system to evaluate the interference maps between the radio mobile signal and the DVB-T signal based on a multiprocessor computing architecture, such as GPU systems (Graphics Processing Units) designed for high-performance parallel computing. The goal is to overcome the time complexity of current approaches based on sequential implementations on multicores CPUs that require several hours to generate and update the interference maps of the Italian territory. The new system’s design considers new parallel computing methodologies to consider rapid changes in the GPU hardware and uses a high-performance distributed SQL engine on RAPIDs to create an efficient and scalable framework for processing a massive volume of simulation data radio. Carrying out test on the radio-electric data of the Italian provinces with the most significant territorial extension shows compression of at least a factor of 30 in the execution times, which for the entire Italian territory fall below 20 minutes.",,10.23919/AEIT53387.2021.9626937,"Solid modeling , Parallel programming , Memory management , Graphics processing units , Interference , Parallel processing , Servers "
260,FPGA-based ordered statistic decoding architecture for B5G/6G URLLC IIoT networks,"C Kim, D Rim, J Choe, D Kam, G Park, ...",2021 IEEE Asian Solid-State Circuits Conference (A-SSCC),,,,,2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9634714/?casa_token=T43wgz9sjY0AAAAA:TEjfKbmDrYuulMEUS4_3i9_BcU4NDdZzIAUJ5_osREkTcDEWVHieWrVBSr4DOfk0RYNbzddtq6Bh4Q,"The ordered statistic decoding (OSD) approach for short-length BCH codes has been continuously considered as one of the promising error-correction codes by achieving a block error rate (BLER) of less than $10^{-6}$, which is attractive to the ultra-reliable and low-latency communication (URLLC) for industrial IoT (IIOT) solutions [1], [2]. However, it is hard to directly realize the conventional OSD algorithm because of the compute-intensive Gaussian elimination and iterative reprocessing steps. Based on the recent segmentation discarding decoding (SDD) approach [3], in this work, we newly present an ultralow-latency OSD architecture reducing the decoding latency by 12 times, which is implemented at an FPGA-based verification platform.",,10.1109/A-SSCC53895.2021.9634714,"Error analysis , Conferences , Computer architecture , Ultra reliable low latency communication , Iterative algorithms , Solid state circuits , Error correction codes "
261,FPGA Implementation of a Wideband Multi-Gb/s 5G BF-OFDM Transceiver,"JB Doré, M Laugeois, N Cassiau, ...",2021 Joint European Conference on Networks and Communications & 6G Summit (EuCNC/6G Summit),2475-6490,,,,2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9482424/?casa_token=JTl7XB4WOzYAAAAA:jXLXLwUTk1JZ7WgvEhDrOdBnNrMP3sLv9H5PjsQKkSpusQOgEsaRJcP8T5PIOwKUFwl_QCKP64eOhw,"This paper describes a Field Programmable Gate Array (FPGA) implementation of a multi-Gb/s Block Filtered (BF) OFDM transceiver, fully 5G NR compatible. The main obstacles for such a work are (i) the support of multiple configurations and parameters, (ii) the high bandwidth w.r.t the board clock frequency and (iii) the intrinsic complexity of BF-OFDM. We prove that despite these barriers an hardware implementation of this waveform is possible, even with a bandwidth up to 400 MHz. We based our developments on the following pillars: smart layout of the basic modules, parallelization of dedicated functions design and ad hoc architecture. Measurements and complexity analysis demonstrate the high flexibility of BF-OFDM.",,10.1109/EuCNC/6GSummit51104.2021.9482424,"5G mobile communication , Transmitters , OFDM , Filter banks , Transceivers , Hardware , Complexity theory "
262,Optimizing 5G VPN+ Transport Networks with Vector Packet Processing and FPGA Cryptographic Offloading,"B Dzogovic, B Santos, B Feng, VT Do, N Jacot, ...",Mobile Web and …,,,,,2021,Springer,https://link.springer.com/chapter/10.1007/978-3-030-83164-6_7,… 5G infrastructure for IoT in healthcare and address a performance issue that arises as a result to the encryption in the transport network between the 5G … an additional FPGA hardware to …,,,
263,FPGA Implementation of a 4G/5G Multimode DU Downlink Transmission Chain,"JD Domingues, HS Silva, ...",2021 Telecoms Conference (ConfTELE),,,,,2021,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9435553/?casa_token=uRVW9O3snCkAAAAA:JSmedIzEVONDkZh_vjXW6f-OH09Y3D8S0SJJGFpV7NNqbPvGt4fLaRxUVHuIeqbTLEBkd5Ldq1g-7A,"This paper presents a multimode Distributed Unit (DU) transmission chain implemented in Field-Programmable Gate Array (FPGA). A careful analysis is taken towards the physical layer differences between Fourth Generation Long-Term Evolution (4G-LTE) and the Fifth Generation New Radio (5G-NR) of mobile networks to determine the fundamental changes in each generation's DU architecture. The DU supports both 4G-LTE and 5G-NR to be modulated parallely in real-time, and is developed in this work by using high level tools and Register-Transfer Level (RTL) code, from Matlab and Simulink to VHDL, to obtain the final implementation of a single DU. On the 4G side, the DU supports the maximum LTE channel bandwidth of 20 MHz, and the 5G counterpart supports a channel bandwidth from 5 MHz to 100 MHz. The results are validated in Matlab, Simulink, RTL and in real-time, culminating in a final FPGA implementation, with an EVM of 0.24% for 4G and 1.60% for 5G.",,10.1109/ConfTELE50222.2021.9435553,"VHDL , Software packages , Bandwidth , New Radio , Physical layer , Downlink , Real-time systems "
